year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
1980,Alabama,1,AL,33793,.323,.033,.36,.069,4.575,1.543,.321,.608
1981,Alabama,1,AL,34164,.324,.033,.379,.081,4.558,1.532,.329,.598
1982,Alabama,1,AL,35379,.324,.034,.372,.118,4.547,1.532,.335,.5710000000000001
1983,Alabama,1,AL,36599,.325,.035,.385,.131,4.544000000000001,1.51,.345,.5630000000000001
1984,Alabama,1,AL,36943,.327,.037,.377,.104,4.587,1.559,.356,.617
1985,Alabama,1,AL,36784,.327,.038,.396,.093,4.63,1.589,.362,.61
1986,Alabama,1,AL,38629,.328,.039,.392,.104,4.629,1.659,.365,.5530000000000001
1987,Alabama,1,AL,37048,.328,.038,.408,.083,4.628,1.7,.367,.5700000000000001
1988,Alabama,1,AL,36684,.328,.037,.398,.068,4.588,1.728,.367,.647
1989,Alabama,1,AL,34854,.327,.035,.429,.065,4.514,1.728,.374,.664
1990,Alabama,1,AL,34921,.326,.033,.446,.059,4.441,1.739,.398,.65
1991,Alabama,1,AL,34983,.325,.034,.41,.08,4.474,1.718,.425,.6990000000000001
1992,Alabama,1,AL,35757,.326,.032,.449,.08,4.508,1.723,.457,.704
1993,Alabama,1,AL,36568,.328,.033,.433,.075,4.478,1.74,.505,.645
1994,Alabama,1,AL,36568,.33,.036,.432,.058,4.508,1.756,.549,.666
1995,Alabama,1,AL,40621,.333,.036,.422,.051,4.499,1.761,.581,.624
1996,Alabama,1,AL,39682,.335,.036,.465,.056,4.428,1.767,.609,.653
1997,Alabama,1,AL,40178,.336,.039,.508,.043,4.395000000000001,1.768,.632,.6830000000000001
1998,Alabama,1,AL,42317,.336,.04,.487,.041,4.441,1.77,.653,.708
1999,Alabama,1,AL,45088,.338,.04,.44,.045,4.479,1.771,.671,.6910000000000001
2000,Alabama,1,AL,41805,.341,.043,.461,.037,4.589,1.774,.6880000000000001,.717
2001,Alabama,1,AL,45060,.346,.047,.454,.05,4.704,1.798,.705,.663
2002,Alabama,1,AL,49033,.352,.051,.458,.067,4.781,1.821,.722,.665
2003,Alabama,1,AL,47951,.357,.053,.448,.057,4.864,1.844,.713,.642
2004,Alabama,1,AL,48586,.361,.053,.451,.056,4.926,1.871,.704,.654
2005,Alabama,1,AL,47080,.364,.052,.451,.039,4.931,1.911,.6920000000000001,.712
2006,Alabama,1,AL,47965,.366,.052,.454,.041,4.954,1.931,.6790000000000001,.658
2007,Alabama,1,AL,45691,.365,.051,.474,.039,4.977,1.949,.671,.787
2008,Alabama,1,AL,49915,.366,.051,.474,.054,4.977,1.974,.6810000000000001,.626
2009,Alabama,1,AL,48319,.365,.054,.45,.113,4.977,1.992,.716,.661
2010,Alabama,1,AL,47292,.365,.055,.5,.122,5,1.99,.751,.75
2011,Alabama,1,AL,49399,.363,.058,.47,.113,5,1.992,.793,.772
2012,Alabama,1,AL,49584,.36,.056,.455,.082,5.03,1.933,.8200000000000001,.6880000000000001
2013,Alabama,1,AL,48392,.359,.056,.445,.083,5.038,1.911,.845,.784
2014,Alabama,1,AL,45945,.357,.055,.463,.091,5.051,1.883,.846,.75
1980,Alaska,2,AK,53932,.315,.058,.393,.096,5.275,1.222,.654,.5520000000000001
1981,Alaska,2,AK,53804,.316,.054,.39,.116,5.264,1.256,.657,.595
1982,Alaska,2,AK,54656,.317,.052,.419,.117,5.237,1.288,.66,.592
1983,Alaska,2,AK,52560,.319,.047,.418,.123,5.198,1.348,.6780000000000001,.603
1984,Alaska,2,AK,51760,.319,.043,.404,.111,5.051,1.404,.7020000000000001,.6800000000000001
1985,Alaska,2,AK,56222,.318,.04,.405,.091,4.938,1.448,.726,.656
1986,Alaska,2,AK,57293,.316,.04,.423,.115,4.776,1.472,.75,.672
1987,Alaska,2,AK,57636,.314,.039,.453,.13,4.683,1.486,.767,.6810000000000001
1988,Alaska,2,AK,55459,.313,.039,.465,.106,4.663,1.496,.774,.715
1989,Alaska,2,AK,52174,.312,.039,.456,.076,4.71,1.503,.768,.6820000000000001
1990,Alaska,2,AK,53611,.312,.038,.418,.07,4.777,1.501,.779,.707
1991,Alaska,2,AK,50685,.312,.038,.447,.084,4.893,1.507,.791,.642
1992,Alaska,2,AK,51162,.312,.038,.464,.098,4.893,1.514,.8110000000000001,.622
1993,Alaska,2,AK,52476,.312,.039,.438,.091,4.829,1.527,.8310000000000001,.6870000000000001
1994,Alaska,2,AK,52403,.313,.041,.455,.09,4.783,1.539,.861,.6820000000000001
1995,Alaska,2,AK,52922,.314,.043,.431,.09,4.716,1.557,.869,.717
1996,Alaska,2,AK,55657,.318,.047,.436,.091,4.654,1.585,.877,.6870000000000001
1997,Alaska,2,AK,55687,.324,.051,.458,.094,4.659,1.634,.884,.6870000000000001
1998,Alaska,2,AK,57415,.329,.053,.443,.06,4.681,1.67,.89,.628
1999,Alaska,2,AK,55062,.333,.054,.447,.083,4.63,1.707,.879,.708
2000,Alaska,2,AK,54608,.334,.054,.45,.097,4.579,1.705,.864,.7010000000000001
2001,Alaska,2,AK,56273,.334,.052,.433,.079,4.519,1.692,.849,.7010000000000001
2002,Alaska,2,AK,57807,.332,.051,.46,.079,4.46,1.657,.853,.734
2003,Alaska,2,AK,53523,.33,.05,.448,.088,4.404,1.616,.858,.75
2004,Alaska,2,AK,53020,.33,.049,.422,.088,4.461,1.564,.87,.796
2005,Alaska,2,AK,55894,.332,.049,.451,.071,4.517,1.563,.89,.718
2006,Alaska,2,AK,56678,.336,.049,.456,.087,4.589,1.572,.91,.6960000000000001
2007,Alaska,2,AK,58758,.341,.048,.448,.063,4.663,1.587,.913,.736
2008,Alaska,2,AK,58042,.345,.046,.447,.08,4.73,1.609,.924,.6870000000000001
2009,Alaska,2,AK,58329,.345,.046,.468,.081,4.707,1.642,.9370000000000001,.74
2010,Alaska,2,AK,59350,.347,.049,.477,.098,4.718,1.64,.967,.733
2011,Alaska,2,AK,58804,.342,.051,.446,.085,4.684,1.626,1.005,.653
2012,Alaska,2,AK,57234,.341,.055,.441,.082,4.78,1.608,1.059,.716
2013,Alaska,2,AK,57885,.339,.057,.467,.063,4.787,1.594,1.083,.709
2014,Alaska,2,AK,60989,.341,.06,.455,.07,4.856,1.571,1.117,.727
1980,Arizona,4,AZ,38250,.319,.049,.358,.067,4.324,1.465,.515,.5620000000000001
1981,Arizona,4,AZ,38190,.318,.047,.374,.082,4.279,1.514,.521,.624
1982,Arizona,4,AZ,38477,.318,.047,.376,.095,4.25,1.544,.524,.603
1983,Arizona,4,AZ,39613,.315,.046,.373,.106,4.162,1.591,.529,.581
1984,Arizona,4,AZ,38078,.318,.045,.39,.062,4.216,1.638,.537,.613
1985,Arizona,4,AZ,40468,.32,.043,.386,.057,4.277,1.661,.545,.601
1986,Arizona,4,AZ,40850,.32,.042,.406,.054,4.331,1.658,.5510000000000001,.634
1987,Arizona,4,AZ,43503,.32,.04,.371,.064,4.387000000000001,1.683,.5570000000000001,.711
1988,Arizona,4,AZ,40864,.32,.039,.426,.054,4.381,1.699,.5630000000000001,.728
1989,Arizona,4,AZ,39814,.318,.038,.417,.056,4.342000000000001,1.723,.5730000000000001,.6790000000000001
1990,Arizona,4,AZ,37921,.316,.042,.442,.052,4.297,1.75,.61,.6930000000000001
1991,Arizona,4,AZ,38884,.317,.046,.455,.039,4.355,1.776,.646,.736
1992,Arizona,4,AZ,40499,.318,.05,.415,.085,4.443000000000001,1.768,.6800000000000001,.742
1993,Arizona,4,AZ,39548,.322,.053,.451,.064,4.57,1.777,.7020000000000001,.783
1994,Arizona,4,AZ,40851,.33,.053,.403,.064,4.716,1.787,.717,.749
1995,Arizona,4,AZ,42016,.341,.049,.416,.056,4.863,1.798,.6970000000000001,.7030000000000001
1996,Arizona,4,AZ,39275,.352,.044,.402,.049,4.923,1.829,.667,.764
1997,Arizona,4,AZ,39826,.362,.04,.376,.05,4.952,1.88,.636,.735
1998,Arizona,4,AZ,44887,.37,.038,.411,.048,4.981,1.925,.619,.71
1999,Arizona,4,AZ,44093,.374,.039,.409,.045,4.99,1.961,.602,.8250000000000001
2000,Arizona,4,AZ,42947,.378,.042,.443,.042,5.04,2.038,.611,.738
2001,Arizona,4,AZ,46790,.382,.045,.412,.045,5.08,2.095,.634,.741
2002,Arizona,4,AZ,50869,.385,.049,.414,.065,5.08,2.141,.656,.65
2003,Arizona,4,AZ,52801,.389,.051,.407,.064,5.151,2.182,.6800000000000001,.65
2004,Arizona,4,AZ,53845,.391,.053,.397,.055,5.151,2.215,.709,.663
2005,Arizona,4,AZ,51698,.389,.054,.398,.051,5.062,2.176,.721,.6830000000000001
2006,Arizona,4,AZ,49471,.386,.055,.392,.038,4.972,2.146,.735,.762
2007,Arizona,4,AZ,51062,.383,.057,.408,.04,4.972,2.108,.758,.8060000000000001
2008,Arizona,4,AZ,50396,.378,.059,.408,.043,4.901,2.07,.791,.761
2009,Arizona,4,AZ,53018,.376,.06,.448,.099,4.945,2.05,.8170000000000001,.673
2010,Arizona,4,AZ,55031,.377,.061,.444,.101,5.077,2.058,.85,.752
2011,Arizona,4,AZ,51576,.379,.062,.433,.098,5.258,2.063,.879,.762
2012,Arizona,4,AZ,52037,.383,.064,.437,.085,5.402,2.047,.899,.73
2013,Arizona,4,AZ,50289,.385,.065,.416,.084,5.503,2.05,.906,.739
2014,Arizona,4,AZ,52796,.389,.066,.439,.069,5.596,2.042,.917,.736
1980,Arkansas,5,AR,30134,.303,.019,.375,.069,3.968,1.437,.316,.666
1981,Arkansas,5,AR,29946,.307,.02,.385,.081,4.046,1.478,.313,.611
1982,Arkansas,5,AR,31034,.309,.02,.408,.079,4.068000000000001,1.517,.311,.616
1983,Arkansas,5,AR,30915,.313,.02,.398,.101,4.15,1.581,.318,.643
1984,Arkansas,5,AR,31605,.315,.018,.387,.097,4.227,1.637,.325,.675
1985,Arkansas,5,AR,32820,.318,.017,.423,.086,4.209000000000001,1.656,.335,.599
1986,Arkansas,5,AR,33687,.317,.016,.417,.087,4.196,1.658,.346,.617
1987,Arkansas,5,AR,34083,.316,.016,.407,.091,4.207,1.642,.358,.6860000000000001
1988,Arkansas,5,AR,34276,.315,.017,.411,.086,4.215,1.619,.363,.666
1989,Arkansas,5,AR,32836,.314,.018,.423,.088,4.211,1.597,.374,.708
1990,Arkansas,5,AR,32189,.313,.02,.436,.074,4.239,1.615,.392,.727
1991,Arkansas,5,AR,31523,.312,.02,.449,.077,4.229,1.633,.408,.6780000000000001
1992,Arkansas,5,AR,32876,.313,.021,.425,.073,4.254,1.655,.431,.712
1993,Arkansas,5,AR,34617,.316,.021,.43,.065,4.301,1.686,.45,.6930000000000001
1994,Arkansas,5,AR,34064,.318,.022,.431,.054,4.361,1.716,.463,.746
1995,Arkansas,5,AR,34295,.319,.022,.449,.049,4.333,1.726,.469,.718
1996,Arkansas,5,AR,36255,.322,.023,.425,.063,4.339,1.736,.476,.709
1997,Arkansas,5,AR,34114,.323,.023,.448,.055,4.311,1.745,.477,.717
1998,Arkansas,5,AR,34546,.323,.023,.463,.064,4.252,1.758,.49,.674
1999,Arkansas,5,AR,37191,.334,.025,.49,.043,4.254,1.834,.507,.6890000000000001
2000,Arkansas,5,AR,38197,.345,.027,.45,.056,4.328,1.909,.528,.742
2001,Arkansas,5,AR,42666,.355,.028,.491,.049,4.406,1.984,.55,.599
2002,Arkansas,5,AR,42625,.361,.031,.461,.08,4.484,2.046,.5710000000000001,.8070000000000001
2003,Arkansas,5,AR,44420,.367,.033,.443,.054,4.568000000000001,2.094,.579,.8020000000000001
2004,Arkansas,5,AR,41120,.363,.032,.458,.055,4.591,2.081,.585,.6800000000000001
2005,Arkansas,5,AR,41190,.359,.031,.483,.049,4.603,2.055,.585,.657
2006,Arkansas,5,AR,43139,.354,.03,.444,.057,4.614,2.028,.587,.7010000000000001
2007,Arkansas,5,AR,42791,.354,.03,.47,.055,4.631,1.992,.591,.721
2008,Arkansas,5,AR,44687,.352,.031,.453,.045,4.641,1.929,.597,.6900000000000001
2009,Arkansas,5,AR,44261,.351,.033,.419,.075,4.652,1.866,.605,.8200000000000001
2010,Arkansas,5,AR,42542,.35,.035,.446,.084,4.662,1.806,.627,.8090000000000001
2011,Arkansas,5,AR,43125,.35,.039,.456,.093,4.708,1.746,.667,.773
2012,Arkansas,5,AR,44473,.348,.041,.429,.072,4.608000000000001,1.709,.6840000000000001,.739
2013,Arkansas,5,AR,45662,.349,.042,.439,.074,4.594,1.701,.7030000000000001,.735
2014,Arkansas,5,AR,44008,.349,.043,.464,.064,4.569,1.689,.728,.776
1980,California,6,CA,40302,.314,.058,.378,.066,4.41,1.577,.5660000000000001,.623
1981,California,6,CA,40207,.315,.057,.382,.08,4.442,1.588,.583,.649
1982,California,6,CA,41943,.317,.057,.385,.101,4.465,1.594,.594,.625
1983,California,6,CA,43670,.32,.056,.395,.119,4.528000000000001,1.615,.613,.63
1984,California,6,CA,43347,.324,.056,.405,.085,4.662,1.635,.631,.646
1985,California,6,CA,44135,.326,.055,.391,.077,4.772,1.646,.638,.669
1986,California,6,CA,45776,.329,.054,.386,.072,4.864,1.657,.636,.6770000000000001
1987,California,6,CA,46330,.332,.053,.404,.067,4.952,1.668,.633,.658
1988,California,6,CA,44606,.335,.051,.405,.054,5.012000000000001,1.686,.628,.705
1989,California,6,CA,43429,.337,.049,.409,.053,5.053,1.708,.625,.748
1990,California,6,CA,43653,.339,.047,.4,.056,5.119,1.73,.624,.754
1991,California,6,CA,43825,.342,.046,.396,.081,5.209000000000001,1.751,.629,.752
1992,California,6,CA,43176,.343,.046,.405,.093,5.335,1.779,.645,.79
1993,California,6,CA,44427,.345,.046,.415,.106,5.509,1.798,.663,.782
1994,California,6,CA,44923,.353,.047,.413,.097,5.654,1.829,.6800000000000001,.8100000000000001
1995,California,6,CA,44668,.363,.048,.403,.083,5.774,1.883,.6950000000000001,.8080000000000001
1996,California,6,CA,46425,.372,.049,.413,.083,5.866000000000001,1.94,.705,.761
1997,California,6,CA,48144,.382,.049,.398,.073,5.894,1.991,.707,.767
1998,California,6,CA,48678,.394,.049,.414,.068,5.862,2.042,.708,.756
1999,California,6,CA,50329,.398,.05,.406,.065,5.823,2.103,.718,.755
2000,California,6,CA,48221,.4,.052,.405,.056,5.779,2.137,.729,.767
2001,California,6,CA,54216,.402,.053,.412,.053,5.74,2.168,.742,.742
2002,California,6,CA,56401,.403,.055,.424,.069,5.729,2.197,.753,.764
2003,California,6,CA,55565,.402,.057,.42,.072,5.743,2.222,.767,.767
2004,California,6,CA,56153,.403,.058,.419,.072,5.796,2.198,.774,.786
2005,California,6,CA,54811,.404,.057,.409,.058,5.855,2.189,.781,.777
2006,California,6,CA,55570,.405,.058,.414,.052,5.914,2.183,.8030000000000001,.759
2007,California,6,CA,58746,.407,.059,.416,.054,5.973,2.174,.834,.795
2008,California,6,CA,57333,.408,.061,.411,.067,6.008,2.165,.863,.837
2009,California,6,CA,60282,.409,.064,.417,.113,6.01,2.18,.889,.763
2010,California,6,CA,60104,.411,.067,.429,.126,6.03,2.183,.922,.786
2011,California,6,CA,56988,.412,.069,.422,.124,6.05,2.198,.9550000000000001,.8160000000000001
2012,California,6,CA,59987,.413,.07,.43,.118,6.071,2.233,.979,.759
2013,California,6,CA,60093,.414,.071,.425,.094,6.086,2.247,.993,.764
2014,California,6,CA,59055,.414,.071,.43,.083,6.111,2.27,1.015,.762
1980,Colorado,8,CO,39854,.317,.057,.36,.056,4.415,1.493,.613,.5650000000000001
1981,Colorado,8,CO,39739,.316,.058,.369,.05,4.394,1.503,.629,.603
1982,Colorado,8,CO,41632,.317,.059,.365,.077,4.382,1.509,.642,.5680000000000001
1983,Colorado,8,CO,41834,.318,.061,.404,.103,4.363,1.541,.659,.601
1984,Colorado,8,CO,43134,.32,.061,.385,.064,4.409,1.584,.6880000000000001,.637
1985,Colorado,8,CO,43743,.323,.062,.394,.07,4.459000000000001,1.623,.708,.63
1986,Colorado,8,CO,48487,.326,.062,.39,.079,4.518,1.66,.722,.608
1987,Colorado,8,CO,46668,.327,.062,.432,.107,4.576000000000001,1.696,.743,.588
1988,Colorado,8,CO,42394,.327,.065,.44,.072,4.618,1.718,.754,.646
1989,Colorado,8,CO,41729,.325,.069,.463,.071,4.593,1.716,.777,.752
1990,Colorado,8,CO,41993,.323,.072,.449,.059,4.567,1.729,.8060000000000001,.7000000000000001
1991,Colorado,8,CO,43755,.322,.076,.402,.052,4.558,1.759,.833,.723
1992,Colorado,8,CO,44116,.323,.079,.413,.062,4.55,1.791,.85,.617
1993,Colorado,8,CO,43701,.325,.076,.443,.067,4.566,1.818,.87,.6800000000000001
1994,Colorado,8,CO,44827,.329,.074,.427,.058,4.626,1.849,.885,.6930000000000001
1995,Colorado,8,CO,46599,.333,.071,.415,.042,4.686,1.858,.916,.725
1996,Colorado,8,CO,48317,.34,.067,.424,.04,4.703,1.837,.914,.657
1997,Colorado,8,CO,44810,.346,.065,.421,.039,4.775,1.813,.9350000000000001,.6900000000000001
1998,Colorado,8,CO,50744,.355,.065,.439,.04,4.901,1.805,.9560000000000001,.6780000000000001
1999,Colorado,8,CO,51073,.362,.067,.444,.021,4.929,1.817,.961,.78
2000,Colorado,8,CO,51680,.368,.069,.411,.031,5.028000000000001,1.838,.9410000000000001,.733
2001,Colorado,8,CO,58185,.372,.073,.402,.034,5.154,1.872,.962,.6780000000000001
2002,Colorado,8,CO,58397,.375,.075,.397,.06,5.228,1.914,.9570000000000001,.7010000000000001
2003,Colorado,8,CO,55199,.375,.077,.421,.061,5.231,1.943,.9590000000000001,.719
2004,Colorado,8,CO,56212,.378,.078,.415,.053,5.337,1.951,.978,.743
2005,Colorado,8,CO,56417,.382,.079,.439,.06,5.389,1.959,.999,.7030000000000001
2006,Colorado,8,CO,56049,.386,.079,.4,.048,5.441,1.977,1.02,.713
2007,Colorado,8,CO,59507,.39,.081,.398,.04,5.482,1.976,1.075,.705
2008,Colorado,8,CO,60282,.393,.083,.407,.047,5.524,1.976,1.134,.6980000000000001
2009,Colorado,8,CO,62040,.394,.086,.421,.073,5.542,1.991,1.193,.738
2010,Colorado,8,CO,61063,.395,.088,.435,.095,5.559,2.006,1.263,.6990000000000001
2011,Colorado,8,CO,60288,.396,.089,.432,.094,5.588,2.026,1.325,.719
2012,Colorado,8,CO,61582,.393,.088,.433,.086,5.664,2.018,1.356,.733
2013,Colorado,8,CO,62301,.393,.089,.429,.076,5.699,2.032,1.374,.731
2014,Colorado,8,CO,60805,.392,.087,.427,.065,5.747,2.03,1.391,.729
1980,Connecticut,9,CT,40738,.306,.071,.369,.045,3.894,1.627,.586,.579
1981,Connecticut,9,CT,39133,.306,.071,.371,.053,3.905,1.625,.605,.593
1982,Connecticut,9,CT,42385,.307,.07,.388,.063,3.96,1.626,.618,.611
1983,Connecticut,9,CT,44643,.311,.069,.4,.071,3.982,1.64,.636,.583
1984,Connecticut,9,CT,44804,.316,.066,.39,.04,4.116,1.658,.654,.595
1985,Connecticut,9,CT,47844,.32,.064,.411,.052,4.193000000000001,1.676,.671,.636
1986,Connecticut,9,CT,49245,.322,.062,.405,.041,4.269,1.681,.674,.5670000000000001
1987,Connecticut,9,CT,48563,.321,.06,.402,.036,4.297,1.682,.6760000000000001,.592
1988,Connecticut,9,CT,48362,.316,.059,.433,.025,4.304,1.665,.6950000000000001,.607
1989,Connecticut,9,CT,47694,.31,.059,.429,.041,4.236,1.642,.718,.625
1990,Connecticut,9,CT,51440,.304,.059,.398,.061,4.171,1.626,.741,.639
1991,Connecticut,9,CT,51196,.301,.059,.426,.062,4.153000000000001,1.634,.765,.7010000000000001
1992,Connecticut,9,CT,49927,.3,.06,.457,.068,4.135,1.647,.8020000000000001,.654
1993,Connecticut,9,CT,51222,.3,.061,.439,.063,4.155,1.66,.8260000000000001,.673
1994,Connecticut,9,CT,51093,.312,.062,.452,.058,4.322,1.71,.846,.6880000000000001
1995,Connecticut,9,CT,54684,.323,.063,.463,.057,4.493,1.761,.874,.746
1996,Connecticut,9,CT,53587,.337,.064,.475,.073,4.628,1.8,.894,.705
1997,Connecticut,9,CT,56603,.352,.063,.472,.064,4.782,1.853,.901,.616
1998,Connecticut,9,CT,55963,.366,.06,.458,.046,4.915,1.926,.91,.642
1999,Connecticut,9,CT,62670,.373,.058,.466,.033,4.952,1.997,.923,.584
2000,Connecticut,9,CT,60113,.377,.057,.451,.026,4.981,2.033,.9290000000000001,.667
2001,Connecticut,9,CT,62244,.381,.058,.446,.031,5,2.068,.9500000000000001,.6840000000000001
2002,Connecticut,9,CT,66971,.384,.061,.44,.042,5,2.11,.984,.637
2003,Connecticut,9,CT,66365,.387,.065,.468,.064,5.020000000000001,2.132,1.022,.633
2004,Connecticut,9,CT,67340,.388,.068,.457,.062,5.041,2.125,1.07,.652
2005,Connecticut,9,CT,69361,.392,.072,.431,.058,5.071,2.147,1.121,.636
2006,Connecticut,9,CT,68261,.394,.073,.425,.049,5.165,2.168,1.172,.624
2007,Connecticut,9,CT,72241,.395,.076,.45,.043,5.270000000000001,2.169,1.215,.6850000000000001
2008,Connecticut,9,CT,69225,.396,.08,.46,.058,5.354,2.196,1.252,.711
2009,Connecticut,9,CT,71681,.401,.083,.457,.083,5.477,2.226,1.281,.639
2010,Connecticut,9,CT,78534,.406,.085,.433,.093,5.61,2.255,1.323,.655
2011,Connecticut,9,CT,73997,.411,.088,.449,.101,5.766,2.284,1.373,.6920000000000001
2012,Connecticut,9,CT,75635,.41,.09,.453,.084,5.911000000000001,2.303,1.434,.659
2013,Connecticut,9,CT,76924,.414,.091,.457,.082,6.008,2.302,1.464,.718
2014,Connecticut,9,CT,70308,.412,.093,.451,.073,6.106,2.298,1.509,.748
1980,Delaware,10,DE,38620,.329,.078,.336,.07,4.649,1.756,.513,.529
1981,Delaware,10,DE,39101,.327,.071,.354,.087,4.564,1.766,.519,.5670000000000001
1982,Delaware,10,DE,41370,.326,.067,.376,.084,4.513,1.761,.524,.5520000000000001
1983,Delaware,10,DE,41244,.324,.06,.388,.091,4.416,1.749,.54,.5750000000000001
1984,Delaware,10,DE,39693,.323,.052,.415,.059,4.363,1.729,.542,.615
1985,Delaware,10,DE,41553,.32,.048,.394,.06,4.376,1.699,.546,.595
1986,Delaware,10,DE,39571,.317,.048,.405,.048,4.403000000000001,1.665,.545,.651
1987,Delaware,10,DE,40608,.314,.049,.414,.038,4.431,1.644,.545,.607
1988,Delaware,10,DE,40082,.311,.048,.429,.032,4.444,1.637,.541,.6850000000000001
1989,Delaware,10,DE,42549,.309,.049,.441,.032,4.416,1.649,.546,.652
1990,Delaware,10,DE,42262,.307,.05,.438,.044,4.362,1.665,.5570000000000001,.668
1991,Delaware,10,DE,40620,.307,.05,.449,.078,4.308,1.692,.5760000000000001,.6810000000000001
1992,Delaware,10,DE,42633,.307,.051,.494,.062,4.219,1.719,.599,.652
1993,Delaware,10,DE,43831,.307,.052,.441,.058,4.13,1.745,.624,.771
1994,Delaware,10,DE,42905,.31,.053,.425,.06,4.134,1.76,.654,.778
1995,Delaware,10,DE,43578,.312,.052,.455,.042,4.299,1.77,.675,.725
1996,Delaware,10,DE,46254,.317,.053,.465,.054,4.464,1.789,.6990000000000001,.73
1997,Delaware,10,DE,51268,.327,.054,.463,.054,4.664,1.868,.712,.732
1998,Delaware,10,DE,52462,.338,.054,.461,.037,4.826000000000001,1.923,.722,.649
1999,Delaware,10,DE,44461,.346,.054,.457,.037,4.923,1.976,.722,.722
2000,Delaware,10,DE,51688,.354,.055,.491,.038,4.87,2.032,.722,.747
2001,Delaware,10,DE,54339,.361,.054,.471,.037,4.816,2.069,.714,.6830000000000001
2002,Delaware,10,DE,55539,.361,.054,.463,.046,4.778000000000001,2.006,.716,.7010000000000001
2003,Delaware,10,DE,54655,.359,.054,.485,.048,4.783,1.965,.717,.665
2004,Delaware,10,DE,52117,.357,.054,.473,.049,4.788,1.925,.718,.706
2005,Delaware,10,DE,51136,.357,.054,.465,.043,4.83,1.885,.722,.747
2006,Delaware,10,DE,52706,.358,.054,.441,.038,4.873,1.846,.744,.756
2007,Delaware,10,DE,52894,.356,.055,.453,.038,4.878,1.847,.772,.736
2008,Delaware,10,DE,53587,.356,.055,.458,.045,4.88,1.839,.8050000000000001,.735
2009,Delaware,10,DE,54300,.356,.055,.491,.082,4.881,1.831,.838,.757
2010,Delaware,10,DE,54477,.354,.055,.481,.09,4.861,1.821,.897,.8270000000000001
2011,Delaware,10,DE,52671,.354,.056,.473,.08,4.894,1.828,.9420000000000001,.728
2012,Delaware,10,DE,52259,.357,.056,.471,.088,4.996,1.866,.979,.761
2013,Delaware,10,DE,52572,.358,.057,.467,.082,5.034,1.882,1.002,.8150000000000001
2014,Delaware,10,DE,54203,.36,.057,.482,.067,5.098,1.909,1.041,.836
1980,District of Columbia,11,DC,40369,.323,.04,.526,.077,4.66,1.825,.8010000000000001,.759
1981,District of Columbia,11,DC,39441,.328,.041,.512,.086,4.781,1.863,.8080000000000001,.751
1982,District of Columbia,11,DC,41761,.332,.043,.496,.122,4.853,1.886,.8130000000000001,.663
1983,District of Columbia,11,DC,42816,.335,.044,.53,.103,4.886,1.907,.8250000000000001,.735
1984,District of Columbia,11,DC,43751,.338,.044,.506,.107,4.923,1.928,.851,.754
1985,District of Columbia,11,DC,46015,.337,.046,.498,.085,4.933,1.949,.883,.8200000000000001
1986,District of Columbia,11,DC,44297,.335,.046,.516,.08,4.864,1.939,.909,.748
1987,District of Columbia,11,DC,46562,.332,.046,.548,.052,4.809,1.935,.9370000000000001,.794
1988,District of Columbia,11,DC,46169,.333,.048,.513,.049,4.869,1.952,.9570000000000001,.8170000000000001
1989,District of Columbia,11,DC,46362,.335,.047,.494,.031,4.924,1.972,.975,.8080000000000001
1990,District of Columbia,11,DC,45152,.338,.047,.507,.059,4.993,1.999,1.045,.843
1991,District of Columbia,11,DC,45835,.341,.047,.523,.055,5.103,2.027,1.132,.761
1992,District of Columbia,11,DC,50096,.346,.046,.549,.096,5.159,2.061,1.221,.789
1993,District of Columbia,11,DC,51853,.35,.045,.526,.084,5.254,2.083,1.314,.9560000000000001
1994,District of Columbia,11,DC,50725,.359,.043,.484,.088,5.352,2.146,1.393,.9270000000000001
1995,District of Columbia,11,DC,50854,.373,.041,.494,.078,5.436,2.205,1.414,.871
1996,District of Columbia,11,DC,56657,.385,.039,.5590000000000001,.077,5.553,2.264,1.418,.729
1997,District of Columbia,11,DC,56875,.397,.039,.507,.079,5.71,2.318,1.414,.768
1998,District of Columbia,11,DC,61584,.405,.044,.513,.094,5.787,2.405,1.406,.73
1999,District of Columbia,11,DC,65805,.408,.05,.494,.068,5.861,2.415,1.402,.728
2000,District of Columbia,11,DC,59005,.406,.056,.477,.051,5.935000000000001,2.422,1.397,.8310000000000001
2001,District of Columbia,11,DC,59953,.407,.062,.517,.074,6.03,2.445,1.373,.75
2002,District of Columbia,11,DC,60594,.409,.066,.504,.073,6.177000000000001,2.48,1.373,.786
2003,District of Columbia,11,DC,66990,.416,.065,.503,.07,6.323,2.481,1.379,.735
2004,District of Columbia,11,DC,67009,.423,.064,.509,.073,6.469,2.542,1.406,.9320000000000001
2005,District of Columbia,11,DC,63527,.429,.062,.526,.068,6.615,2.604,1.468,.787
2006,District of Columbia,11,DC,72169,.432,.062,.532,.069,6.633,2.649,1.55,.6870000000000001
2007,District of Columbia,11,DC,72601,.434,.065,.503,.051,6.600000000000001,2.668,1.665,.7020000000000001
2008,District of Columbia,11,DC,67523,.432,.068,.515,.067,6.639,2.665,1.813,.8120000000000001
2009,District of Columbia,11,DC,73167,.429,.072,.484,.077,6.736,2.636,1.964,.885
